,url,count
546,github.com,3807
730,lists.opensuse.org,2128
17,access.redhat.com,1896
720,lists.fedoraproject.org,1808
1653,www.securityfocus.com,1713
1191,usn.ubuntu.com,1558
1069,support.apple.com,1429
716,lists.apache.org,1424
717,lists.debian.org,1140
1570,www.oracle.com,1119
854,packetstormsecurity.com,1072
979,seclists.org,1035
881,portal.msrc.microsoft.com,852
1569,www.openwall.com,717
1352,www.debian.org,677
996,security.netapp.com,652
1163,tools.cisco.com,589
992,security.gentoo.org,531
1038,source.android.com,506
600,helpx.adobe.com,479
1083,support.f5.com,474
448,exchange.xforce.ibmcloud.com,455
1449,www.ibm.com,444
214,bugzilla.redhat.com,354
1794,www.zerodayinitiative.com,353
649,jenkins.io,339
1609,www.qualcomm.com,323
1400,www.exploit-db.com,304
16,about.gitlab.com,289
234,cert-portal.siemens.com,280
1530,www.mozilla.org,271
1238,wpvulndb.com,253
1235,wordpress.org,250
243,chromereleases.googleblog.com,230
301,crbug.com,230
1744,www.us-cert.gov,216
1461,www.intel.com,208
1089,support.hpe.com,164
529,git.kernel.org,163
1144,talosintelligence.com,162
1714,www.tenable.com,159
547,gitlab.com,151
1489,www.kryptowire.com,146
749,magento.com,142
663,jvn.jp,141
211,bugzilla.mozilla.org,137
1041,sourceforge.net,136
228,cdn.kernel.org,135
577,hackerone.com,134
671,kb.netgear.com,132
0,Other,9679
